dataset,method,num_samples,dev,test,seed
gsm8k,LESS (DG),2500,0.7737545669078827,9.796200155036932,1
gsm8k,LESS (DG),2500,0.7753956764936447,9.781372227209639,2
gsm8k,LESS (DG),5000,0.7855612933635712,9.645039787972127,0
gsm8k,LESS (DG),5000,0.8040252029895782,9.609681376731242,1
gsm8k,LESS (DG),5000,0.7872691676020622,9.482424747229889,2
gsm8k,LESS (DG),10000,0.8211743384599686,9.315234962243577,0
gsm8k,LESS (DG),10000,0.8131966963410378,9.3281953134168,1
gsm8k,LESS (DG),10000,0.8207521662116051,9.455024799855936,2
gsm8k,LESS (KNN-KDE),500,0.7879320755600929,9.480221155468852,0
gsm8k,LESS (KNN-KDE),500,0.7905024066567421,9.497725420959796,1
gsm8k,LESS (KNN-KDE),500,0.7815020307898521,9.562629459661638,2
gsm8k,LESS (KNN-KDE),1000,0.776196576654911,9.791767375228801,0
gsm8k,LESS (KNN-KDE),1000,0.753310538828373,9.63185841030384,1
gsm8k,LESS (KNN-KDE),1000,0.7692520096898079,9.692932157104353,2
gsm8k,LESS (KNN-KDE),2500,0.7668834030628204,9.804067255964416,0
gsm8k,LESS (KNN-KDE),2500,0.7659792900085449,9.942538954797707,1
gsm8k,LESS (KNN-KDE),2500,0.7663053348660469,9.712374576571495,2
gsm8k,LESS (KNN-KDE),5000,0.7830233499407768,9.541740331801616,0
gsm8k,LESS (KNN-KDE),5000,0.784432552754879,9.461000162692933,1
gsm8k,LESS (KNN-KDE),5000,0.7823088616132736,9.635621120389255,2
gsm8k,LESS (KNN-KDE),10000,0.8109354376792908,9.355360843811729,0
gsm8k,LESS (KNN-KDE),10000,0.8024522438645363,9.38175911176738,1
gsm8k,LESS (KNN-KDE),10000,0.8086506128311157,9.370568549479383,2
gsm8k,LESS (KNN-Unif.),500,0.788560226559639,9.451103644989223,0
gsm8k,LESS (KNN-Unif.),500,0.7808449417352676,9.404241644676388,1
gsm8k,LESS (KNN-Unif.),500,0.7869831100106239,9.453295262678724,2
gsm8k,LESS (KNN-Unif.),1000,0.761618509888649,9.568306944964961,0
gsm8k,LESS (KNN-Unif.),1000,0.7573225349187851,9.855347166647054,1
gsm8k,LESS (KNN-Unif.),1000,0.7614226639270782,9.784517690573251,2
gsm8k,LESS (KNN-Unif.),2500,0.7748391330242157,9.781750717698127,0
gsm8k,LESS (KNN-Unif.),2500,0.7751405388116837,9.78735265847496,1
gsm8k,LESS (KNN-Unif.),2500,0.7735976353287697,9.875918089756015,2
gsm8k,LESS (KNN-Unif.),5000,0.7882187962532043,9.495075703390265,0
gsm8k,LESS (KNN-Unif.),5000,0.7943254336714745,9.800307390633815,1
gsm8k,LESS (KNN-Unif.),5000,0.7906558141112328,9.9349993437506,2
gsm8k,LESS (KNN-Unif.),10000,0.8129964917898178,9.34453301108001,0
gsm8k,LESS (KNN-Unif.),10000,0.8002625852823257,9.19625875279251,1
gsm8k,LESS (KNN-Unif.),10000,0.811964862048626,9.158969309404098,2
gsm8k,LESS (RR),500,0.7843501642346382,9.293192772001277,0
gsm8k,LESS (RR),500,0.7794774398207664,9.357263855359335,1
gsm8k,LESS (RR),500,0.7886402904987335,9.31229494230778,2
gsm8k,LESS (RR),1000,0.7549043074250221,9.497085952686486,0
gsm8k,LESS (RR),1000,0.7598853781819344,9.631656371254737,1
gsm8k,LESS (RR),1000,0.7684320881962776,9.633650293126081,2
gsm8k,LESS (RR),2500,0.7713600471615791,9.575116199828893,0
gsm8k,LESS (RR),2500,0.7753710299730301,9.724582370616343,1
gsm8k,LESS (RR),2500,0.783624954521656,9.704653627859814,2
gsm8k,LESS (RR),5000,0.7992682904005051,9.463534709447437,0
gsm8k,LESS (RR),5000,0.7933192327618599,9.46698151618084,1
gsm8k,LESS (RR),5000,0.7898953184485435,9.560157605605744,2
gsm8k,LESS (RR),10000,0.8125521019101143,9.314327299640068,0
gsm8k,LESS (RR),10000,0.8168889507651329,9.444217401711303,1
gsm8k,LESS (RR),10000,0.8051021695137024,9.502574390313045,2
gsm8k,LESS (UOT),500,0.7856138721108437,9.557098289978514,0
gsm8k,LESS (UOT),500,0.7829274088144302,9.714080332263661,1
gsm8k,LESS (UOT),500,0.7799579724669456,9.584720393217722,2
gsm8k,LESS (UOT),1000,0.7741204500198364,9.771000211757634,0
gsm8k,LESS (UOT),1000,0.7721795067191124,10.058891908791681,1
gsm8k,LESS (UOT),1000,0.7722038254141808,10.027610982341058,2
gsm8k,LESS (UOT),2500,0.7534448057413101,9.89830220116188,0
gsm8k,LESS (UOT),2500,0.7622645944356918,9.859337203334551,1
gsm8k,LESS (UOT),2500,0.7632332518696785,9.764132469327636,2
gsm8k,LESS (UOT),5000,0.7868893146514893,9.697152515177116,0
gsm8k,LESS (UOT),5000,0.7865679487586021,9.936140397717503,1
gsm8k,LESS (UOT),5000,0.784200482070446,9.603613388908913,2
gsm8k,LESS (UOT),10000,0.8042794317007065,9.51726397173797,0
gsm8k,LESS (UOT),10000,0.8143516704440117,9.341079710106492,1
gsm8k,LESS (UOT),10000,0.81873569637537,9.509311101579414,2
gsm8k,RDS+ (RR),500,0.8608198910951614,9.719621071226223,0
gsm8k,RDS+ (RR),500,0.8395630791783333,9.519471939989254,1
gsm8k,RDS+ (RR),500,0.8449340984225273,9.726127470868207,2
